ds,trend,Store
2019-05-02,5551.853260387979,262
2019-05-03,5552.217139434648,262
2019-05-04,5552.581018481315,262
2019-05-05,5552.944897527984,262
2019-05-06,5553.308776574651,262
2019-05-07,5553.67265562132,262
2019-05-08,5554.036534667988,262
2019-05-09,5554.400413714657,262
2019-05-10,5554.764292761324,262
2019-05-11,5555.128171807993,262
2019-05-12,5555.49205085466,262
2019-05-13,5555.855929901329,262
2019-05-14,5556.219808947996,262
2019-05-15,5556.583687994665,262
2019-05-16,5556.947567041333,262
2019-05-17,5557.311446088001,262
2019-05-18,5557.675325134669,262
2019-05-19,5558.039204181337,262
2019-05-20,5558.403083228005,262
2019-05-21,5558.7669622746735,262
2019-05-22,5559.130841321342,262
2019-05-23,5559.494720368009,262
2019-05-24,5559.858599414678,262
2019-05-25,5560.222478461345,262
2019-05-26,5560.586357508014,262
2019-05-27,5560.950236554682,262
2019-05-28,5561.314115601351,262
2019-05-29,5561.677994648018,262
2019-05-30,5562.041873694687,262
2019-05-31,5562.405752741354,262
2019-04-14,7021.403016877764,263
2019-04-15,7020.77779476437,263
2019-04-16,7020.152572650977,263
2019-04-17,7019.527350537583,263
2019-04-18,7018.90212842419,263
2019-04-19,7018.276906310796,263
2019-04-20,7017.651684197403,263
2019-04-21,7017.026462084009,263
2019-04-22,7016.401239970616,263
2019-04-23,7015.776017857222,263
2019-04-24,7015.150795743829,263
2019-04-25,7014.525573630435,263
2019-04-26,7013.900351517042,263
2019-04-27,7013.275129403648,263
2019-04-28,7012.649907290255,263
2019-04-29,7012.024685176861,263
2019-04-30,7011.399463063468,263
2019-05-01,7010.774240950073,263
2019-05-02,7010.149018836681,263
2019-05-03,7009.523796723287,263
2019-05-04,7008.898574609892,263
2019-05-05,7008.2733524965,263
2019-05-06,7007.648130383107,263
2019-05-07,7007.022908269712,263
2019-05-08,7006.397686156319,263
2019-05-09,7005.772464042926,263
2019-05-10,7005.147241929531,263
2019-05-11,7004.522019816139,263
2019-05-12,7003.896797702745,263
2019-05-13,7003.271575589351,263
2019-05-14,7002.646353475958,263
2019-05-15,7002.021131362565,263
2019-05-16,7001.3959092491705,263
2019-05-17,7000.770687135778,263
2019-05-18,7000.145465022383,263
2019-05-19,6999.52024290899,263
2019-05-20,6998.895020795597,263
2019-05-21,6998.269798682203,263
2019-05-22,6997.6445765688095,263
2019-05-23,6997.019354455417,263
2019-05-24,6996.394132342022,263
2019-05-25,6995.7689102286295,263
2019-05-26,6995.143688115236,263
2019-05-27,6994.518466001842,263
2019-05-28,6993.8932438884485,263
2019-05-29,6993.268021775056,263
2019-05-30,6992.642799661661,263
2019-05-31,6992.017577548268,263
2019-04-14,7701.698058327424,264
2019-04-15,7701.350490372543,264
2019-04-16,7701.0029224176615,264
2019-04-17,7700.65535446278,264
2019-04-18,7700.307786507899,264
2019-04-19,7699.960218553017,264
2019-04-20,7699.612650598135,264
2019-04-21,7699.265082643254,264
2019-04-22,7698.917514688373,264
2019-04-23,7698.56994673349,264
2019-04-24,7698.222378778608,264
2019-04-25,7697.874810823727,264
2019-04-26,7697.527242868846,264
2019-04-27,7697.179674913963,264
2019-04-28,7696.832106959081,264
2019-04-29,7696.4845390042,264
2019-04-30,7696.136971049319,264
2019-05-01,7695.789403094436,264
2019-05-02,7695.441835139554,264
2019-05-03,7695.094267184673,264
2019-05-04,7694.746699229792,264
2019-05-05,7694.399131274909,264
2019-05-06,7694.0515633200275,264
2019-05-07,7693.7039953651465,264
2019-05-08,7693.3564274102655,264
2019-05-09,7693.008859455383,264
2019-05-10,7692.661291500501,264
2019-05-11,7692.31372354562,264
2019-05-12,7691.966155590739,264
2019-05-13,7691.618587635857,264
2019-05-14,7691.271019680974,264
2019-05-15,7690.923451726093,264
2019-05-16,7690.575883771212,264
2019-05-17,7690.22831581633,264
2019-05-18,7689.880747861447,264
2019-05-19,7689.533179906566,264
2019-05-20,7689.185611951685,264
2019-05-21,7688.838043996803,264
2019-05-22,7688.49047604192,264
2019-05-23,7688.142908087039,264
2019-05-24,7687.795340132158,264
2019-05-25,7687.447772177276,264
2019-05-26,7687.100204222394,264
2019-05-27,7686.752636267513,264
2019-05-28,7686.405068312632,264
2019-05-29,7686.05750035775,264
2019-05-30,7685.709932402867,264
2019-05-31,7685.362364447986,264
2019-04-14,8298.591474680336,265
2019-04-15,8299.808626661636,265
2019-04-16,8301.025778642936,265
2019-04-17,8302.242930624234,265
2019-04-18,8303.460082605534,265
2019-04-19,8304.677234586834,265
2019-04-20,8305.894386568132,265
2019-04-21,8307.111538549432,265
2019-04-22,8308.32869053073,265
2019-04-23,8309.54584251203,265
2019-04-24,8310.762994493329,265
2019-04-25,8311.980146474629,265
2019-04-26,8313.197298455927,265
2019-04-27,8314.414450437225,265
2019-04-28,8315.631602418525,265
2019-04-29,8316.848754399825,265
2019-04-30,8318.065906381124,265
2019-05-01,8319.283058362424,265
2019-05-02,8320.500210343722,265
2019-05-03,8321.717362325022,265
2019-05-04,8322.934514306322,265
2019-05-05,8324.15166628762,265
2019-05-06,8325.36881826892,265
2019-05-07,8326.585970250218,265
2019-05-08,8327.803122231519,265
2019-05-09,8329.020274212817,265
2019-05-10,8330.237426194115,265
2019-05-11,8331.454578175415,265
2019-05-12,8332.671730156713,265
2019-05-13,8333.888882138013,265
2019-05-14,8335.106034119313,265
2019-05-15,8336.323186100612,265
2019-05-16,8337.540338081912,265
2019-05-17,8338.757490063212,265
2019-05-18,8339.97464204451,265
2019-05-19,8341.19179402581,265
2019-05-20,8342.408946007108,265
2019-05-21,8343.626097988408,265
2019-05-22,8344.843249969706,265
2019-05-23,8346.060401951006,265
2019-05-24,8347.277553932305,265
2019-05-25,8348.494705913603,265
2019-05-26,8349.711857894903,265
2019-05-27,8350.929009876201,265
2019-05-28,8352.146161857501,265
2019-05-29,8353.363313838801,265
2019-05-30,8354.5804658201,265
2019-05-31,8355.7976178014,265
2019-04-14,8248.671785802844,266
2019-04-15,8249.90334496417,266
2019-04-16,8251.134904125496,266
2019-04-17,8252.366463286824,266
2019-04-18,8253.59802244815,266
2019-04-19,8254.829581609478,266
2019-04-20,8256.061140770802,266
2019-04-21,8257.29269993213,266
2019-04-22,8258.524259093456,266
2019-04-23,8259.755818254782,266
2019-04-24,8260.98737741611,266
2019-04-25,8262.218936577436,266
2019-04-26,8263.450495738762,266
2019-04-27,8264.682054900088,266
2019-04-28,8265.913614061416,266
2019-04-29,8267.145173222742,266
2019-04-30,8268.376732384068,266
2019-05-01,8269.608291545394,266
2019-05-02,8270.839850706721,266
2019-05-03,8272.071409868047,266
2019-05-04,8273.302969029373,266
2019-05-05,8274.534528190701,266
2019-05-06,8275.766087352027,266
2019-05-07,8276.997646513353,266
2019-05-08,8278.22920567468,266
2019-05-09,8279.460764836007,266
2019-05-10,8280.692323997333,266
2019-05-11,8281.923883158659,266
2019-05-12,8283.155442319985,266
2019-05-13,8284.387001481313,266
2019-05-14,8285.618560642639,266
2019-05-15,8286.850119803965,266
2019-05-16,8288.081678965293,266
2019-05-17,8289.313238126619,266
2019-05-18,8290.544797287945,266
2019-05-19,8291.77635644927,266
2019-05-20,8293.007915610599,266
2019-05-21,8294.239474771925,266
2019-05-22,8295.47103393325,266
2019-05-23,8296.702593094577,266
2019-05-24,8297.934152255904,266
2019-05-25,8299.16571141723,266
2019-05-26,8300.397270578556,266
2019-05-27,8301.628829739884,266
2019-05-28,8302.86038890121,266
2019-05-29,8304.091948062536,266
2019-05-30,8305.323507223862,266
2019-05-31,8306.55506638519,266
2019-04-14,3460.8792900656877,267
2019-04-15,3460.8646576167507,267
2019-04-16,3460.850025167814,267
2019-04-17,3460.835392718877,267
2019-04-18,3460.82076026994,267
2019-04-19,3460.806127821003,267
2019-04-20,3460.791495372066,267
2019-04-21,3460.776862923129,267
2019-04-22,3460.762230474192,267
2019-04-23,3460.7475980252552,267
2019-04-24,3460.7329655763183,267
2019-04-25,3460.718333127381,267
2019-04-26,3460.703700678444,267
2019-04-27,3460.689068229507,267
2019-04-28,3460.67443578057,267
2019-04-29,3460.659803331633,267
2019-04-30,3460.645170882696,267
2019-05-01,3460.6305384337593,267
2019-05-02,3460.6159059848223,267
2019-05-03,3460.6012735358854,267
2019-05-04,3460.5866410869485,267
2019-05-05,3460.5720086380115,267
2019-05-06,3460.5573761890746,267
2019-05-07,3460.5427437401377,267
2019-05-08,3460.5281112912007,267
2019-05-09,3460.513478842264,267
2019-05-10,3460.498846393327,267
2019-05-11,3460.48421394439,267
2019-05-12,3460.469581495453,267
2019-05-13,3460.454949046516,267
2019-05-14,3460.440316597579,267
2019-05-15,3460.425684148642,267
2019-05-16,3460.4110516997052,267
2019-05-17,3460.3964192507683,267
2019-05-18,3460.3817868018314,267
2019-05-19,3460.367154352894,267
2019-05-20,3460.352521903957,267
2019-05-21,3460.33788945502,267
2019-05-22,3460.323257006083,267
2019-05-23,3460.3086245571462,267
2019-05-24,3460.2939921082093,267
2019-05-25,3460.2793596592724,267
2019-05-26,3460.2647272103354,267
2019-05-27,3460.2500947613985,267
2019-05-28,3460.2354623124616,267
2019-05-29,3460.2208298635246,267
2019-05-30,3460.2061974145877,267
2019-05-31,3460.1915649656507,267
2019-04-14,5999.591866410271,268
2019-04-15,6000.016092679558,268
2019-04-16,6000.440318948845,268
2019-04-17,6000.864545218132,268
2019-04-18,6001.288771487419,268
2019-04-19,6001.712997756706,268
2019-04-20,6002.1372240259925,268
2019-04-21,6002.561450295279,268
2019-04-22,6002.985676564566,268
2019-04-23,6003.409902833853,268
2019-04-24,6003.83412910314,268
2019-04-25,6004.258355372427,268
2019-04-26,6004.682581641714,268
2019-04-27,6005.106807911001,268
2019-04-28,6005.531034180288,268
2019-04-29,6005.955260449575,268
2019-04-30,6006.379486718862,268
2019-05-01,6006.803712988149,268
2019-05-02,6007.227939257435,268
2019-05-03,6007.6521655267225,268
2019-05-04,6008.0763917960085,268
2019-05-05,6008.500618065295,268
2019-05-06,6008.924844334582,268
2019-05-07,6009.349070603869,268
2019-05-08,6009.773296873156,268
2019-05-09,6010.197523142443,268
2019-05-10,6010.62174941173,268
2019-05-11,6011.045975681017,268
2019-05-12,6011.470201950304,268
2019-05-13,6011.894428219591,268
2019-05-14,6012.318654488878,268
2019-05-15,6012.742880758165,268
2019-05-16,6013.1671070274515,268
2019-05-17,6013.591333296738,268
2019-05-18,6014.015559566025,268
2019-05-19,6014.439785835312,268
2019-05-20,6014.864012104599,268
2019-05-21,6015.288238373886,268
2019-05-22,6015.712464643173,268
2019-05-23,6016.13669091246,268
2019-05-24,6016.560917181747,268
2019-05-25,6016.985143451034,268
2019-05-26,6017.409369720322,268
2019-05-27,6017.8335959896085,268
2019-05-28,6018.257822258895,268
2019-05-29,6018.682048528182,268
2019-05-30,6019.106274797469,268
2019-05-31,6019.530501066756,268
2019-04-14,7851.473297647658,269
2019-04-15,7850.582001448034,269
2019-04-16,7849.690705248412,269
2019-04-17,7848.799409048788,269
2019-04-18,7847.908112849165,269
2019-04-19,7847.016816649542,269
2019-04-20,7846.125520449919,269
2019-04-21,7845.234224250297,269
2019-04-22,7844.342928050673,269
2019-04-23,7843.45163185105,269
2019-04-24,7842.5603356514275,269
2019-04-25,7841.6690394518055,269
2019-04-26,7840.777743252182,269
2019-04-27,7839.886447052559,269
2019-04-28,7838.995150852936,269
2019-04-29,7838.103854653313,269
2019-04-30,7837.212558453691,269
2019-05-01,7836.321262254067,269
2019-05-02,7835.429966054445,269
2019-05-03,7834.538669854821,269
2019-05-04,7833.647373655199,269
2019-05-05,7832.756077455575,269
2019-05-06,7831.864781255952,269
2019-05-07,7830.973485056329,269
2019-05-08,7830.082188856706,269
2019-05-09,7829.190892657084,269
2019-05-10,7828.29959645746,269
2019-05-11,7827.408300257838,269
2019-05-12,7826.517004058214,269
2019-05-13,7825.625707858592,269
2019-05-14,7824.734411658968,269
2019-05-15,7823.843115459345,269
2019-05-16,7822.9518192597225,269
2019-05-17,7822.0605230600995,269
2019-05-18,7821.1692268604775,269
2019-05-19,7820.277930660854,269
2019-05-20,7819.386634461232,269
2019-05-21,7818.495338261608,269
2019-05-22,7817.604042061986,269
2019-05-23,7816.712745862362,269
2019-05-24,7815.821449662739,269
2019-05-25,7814.930153463116,269
2019-05-26,7814.038857263493,269
2019-05-27,7813.147561063871,269
2019-05-28,7812.256264864247,269
2019-05-29,7811.364968664625,269
2019-05-30,7810.473672465001,269
2019-05-31,7809.582376265379,269
2019-04-14,12080.644142190391,270
2019-04-15,12083.686842947149,270
2019-04-16,12086.729543703907,270
2019-04-17,12089.772244460664,270
2019-04-18,12092.81494521742,270
2019-04-19,12095.857645974178,270
2019-04-20,12098.900346730936,270
2019-04-21,12101.943047487694,270
2019-04-22,12104.985748244453,270
2019-04-23,12108.028449001209,270
2019-04-24,12111.071149757967,270
2019-04-25,12114.113850514725,270
2019-04-26,12117.156551271482,270
2019-04-27,12120.199252028238,270
2019-04-28,12123.241952784996,270
2019-04-29,12126.284653541754,270
2019-04-30,12129.327354298513,270
2019-05-01,12132.37005505527,270
2019-05-02,12135.412755812027,270
2019-05-03,12138.455456568785,270
2019-05-04,12141.498157325543,270
2019-05-05,12144.540858082299,270
2019-05-06,12147.583558839056,270
2019-05-07,12150.626259595814,270
2019-05-08,12153.668960352574,270
2019-05-09,12156.71166110933,270
2019-05-10,12159.754361866087,270
2019-05-11,12162.797062622845,270
2019-05-12,12165.839763379603,270
2019-05-13,12168.882464136359,270
2019-05-14,12171.925164893119,270
2019-05-15,12174.967865649875,270
2019-05-16,12178.010566406634,270
2019-05-17,12181.053267163392,270
2019-05-18,12184.095967920148,270
2019-05-19,12187.138668676906,270
2019-05-20,12190.181369433663,270
2019-05-21,12193.224070190421,270
2019-05-22,12196.266770947179,270
2019-05-23,12199.309471703935,270
2019-05-24,12202.352172460694,270
2019-05-25,12205.394873217452,270
2019-05-26,12208.437573974208,270
2019-05-27,12211.480274730966,270
2019-05-28,12214.522975487724,270
2019-05-29,12217.565676244481,270
2019-05-30,12220.60837700124,270
2019-05-31,12223.651077757997,270
2019-04-14,3899.717176504815,271
2019-04-15,3899.6518780077276,271
2019-04-16,3899.58657951064,271
2019-04-17,3899.5212810135527,271
2019-04-18,3899.4559825164656,271
2019-04-19,3899.3906840193777,271
2019-04-20,3899.32538552229,271
2019-04-21,3899.260087025203,271
2019-04-22,3899.194788528115,271
2019-04-23,3899.1294900310277,271
2019-04-24,3899.0641915339406,271
2019-04-25,3898.9988930368527,271
2019-04-26,3898.9335945397656,271
2019-04-27,3898.868296042678,271
2019-04-28,3898.80299754559,271
2019-04-29,3898.737699048503,271
2019-04-30,3898.6724005514156,271
2019-05-01,3898.607102054328,271
2019-05-02,3898.5418035572407,271
2019-05-03,3898.476505060153,271
2019-05-04,3898.4112065630657,271
2019-05-05,3898.345908065978,271
2019-05-06,3898.2806095688907,271
2019-05-07,3898.215311071803,271
2019-05-08,3898.1500125747157,271
2019-05-09,3898.084714077628,271
2019-05-10,3898.0194155805407,271
2019-05-11,3897.954117083453,271
2019-05-12,3897.8888185863657,271
2019-05-13,3897.823520089278,271
2019-05-14,3897.7582215921907,271
2019-05-15,3897.692923095103,271
2019-05-16,3897.6276245980157,271
2019-05-17,3897.5623261009287,271
2019-05-18,3897.4970276038407,271
2019-05-19,3897.431729106753,271
2019-05-20,3897.366430609666,271
2019-05-21,3897.301132112578,271
2019-05-22,3897.2358336154907,271
2019-05-23,3897.1705351184037,271
2019-05-24,3897.1052366213157,271
2019-05-25,3897.0399381242287,271
2019-05-26,3896.974639627141,271
2019-05-27,3896.9093411300532,271
2019-05-28,3896.844042632966,271
2019-05-29,3896.7787441358787,271
2019-05-30,3896.7134456387907,271
2019-05-31,3896.6481471417037,271
2019-04-14,3780.244203965195,272
2019-04-15,3780.093860104744,272
2019-04-16,3779.9435162442933,272
2019-04-17,3779.7931723838424,272
2019-04-18,3779.6428285233915,272
2019-04-19,3779.4924846629406,272
2019-04-20,3779.3421408024897,272
2019-04-21,3779.1917969420383,272
2019-04-22,3779.0414530815874,272
2019-04-23,3778.8911092211365,272
2019-04-24,3778.7407653606856,272
2019-04-25,3778.5904215002347,272
2019-04-26,3778.440077639784,272
2019-04-27,3778.289733779333,272
2019-04-28,3778.139389918882,272
2019-04-29,3777.9890460584306,272
2019-04-30,3777.8387021979797,272
2019-05-01,3777.688358337529,272
2019-05-02,3777.538014477078,272
2019-05-03,3777.387670616627,272
2019-05-04,3777.237326756176,272
2019-05-05,3777.086982895725,272
2019-05-06,3776.9366390352743,272
2019-05-07,3776.7862951748225,272
2019-05-08,3776.6359513143716,272
2019-05-09,3776.4856074539207,272
2019-05-10,3776.33526359347,272
2019-05-11,3776.184919733019,272
2019-05-12,3776.0345758725684,272
2019-05-13,3775.8842320121175,272
2019-05-14,3775.7338881516657,272
2019-05-15,3775.583544291215,272
2019-05-16,3775.433200430764,272
2019-05-17,3775.282856570313,272
2019-05-18,3775.132512709862,272
2019-05-19,3774.982168849411,272
2019-05-20,3774.8318249889603,272
2019-05-21,3774.6814811285094,272
2019-05-22,3774.531137268058,272
2019-05-23,3774.380793407607,272
2019-05-24,3774.2304495471562,272
2019-05-25,3774.0801056867053,272
2019-05-26,3773.9297618262544,272
2019-05-27,3773.7794179658035,272
2019-05-28,3773.6290741053526,272
2019-05-29,3773.4787302449017,272
2019-05-30,3773.3283863844504,272
2019-05-31,3773.1780425239995,272
2019-04-14,5395.51602439134,273
2019-04-15,5394.277044969227,273
2019-04-16,5393.038065547113,273
2019-04-17,5391.799086124999,273
2019-04-18,5390.5601067028865,273
2019-04-19,5389.321127280773,273
2019-04-20,5388.0821478586595,273
2019-04-21,5386.843168436547,273
2019-04-22,5385.604189014432,273
2019-04-23,5384.365209592319,273
2019-04-24,5383.126230170206,273
2019-04-25,5381.887250748092,273
2019-04-26,5380.648271325978,273
2019-04-27,5379.409291903866,273
2019-04-28,5378.170312481752,273
2019-04-29,5376.931333059638,273
2019-04-30,5375.692353637525,273
2019-05-01,5374.453374215412,273
2019-05-02,5373.214394793298,273
2019-05-03,5371.975415371184,273
2019-05-04,5370.736435949071,273
2019-05-05,5369.497456526958,273
2019-05-06,5368.258477104844,273
2019-05-07,5367.0194976827315,273
2019-05-08,5365.780518260617,273
2019-05-09,5364.541538838504,273
2019-05-10,5363.302559416391,273
2019-05-11,5362.063579994277,273
2019-05-12,5360.824600572163,273
2019-05-13,5359.58562115005,273
2019-05-14,5358.346641727937,273
2019-05-15,5357.107662305823,273
2019-05-16,5355.868682883711,273
2019-05-17,5354.629703461596,273
2019-05-18,5353.390724039483,273
2019-05-19,5352.15174461737,273
2019-05-20,5350.912765195256,273
2019-05-21,5349.673785773142,273
2019-05-22,5348.43480635103,273
2019-05-23,5347.195826928916,273
2019-05-24,5345.956847506803,273
2019-05-25,5344.717868084689,273
2019-05-26,5343.478888662576,273
2019-05-27,5342.239909240462,273
2019-05-28,5341.000929818349,273
2019-05-29,5339.761950396235,273
2019-05-30,5338.522970974122,273
2019-05-31,5337.283991552009,273
2019-04-14,11594.386359885546,274
2019-04-15,11594.246889433642,274
2019-04-16,11594.107418981737,274
2019-04-17,11593.967948529835,274
2019-04-18,11593.82847807793,274
2019-04-19,11593.689007626026,274
2019-04-20,11593.549537174124,274
2019-04-21,11593.41006672222,274
2019-04-22,11593.270596270317,274
2019-04-23,11593.13112581841,274
2019-04-24,11592.991655366508,274
2019-04-25,11592.852184914605,274
2019-04-26,11592.7127144627,274
2019-04-27,11592.573244010797,274
2019-04-28,11592.433773558894,274
2019-04-29,11592.29430310699,274
2019-04-30,11592.154832655086,274
2019-05-01,11592.015362203181,274
2019-05-02,11591.875891751279,274
2019-05-03,11591.736421299376,274
2019-05-04,11591.59695084747,274
2019-05-05,11591.457480395567,274
2019-05-06,11591.318009943663,274
2019-05-07,11591.178539491759,274
2019-05-08,11591.039069039856,274
2019-05-09,11590.899598587952,274
2019-05-10,11590.76012813605,274
2019-05-11,11590.620657684145,274
2019-05-12,11590.48118723224,274
2019-05-13,11590.341716780338,274
2019-05-14,11590.202246328432,274
2019-05-15,11590.06277587653,274
2019-05-16,11589.923305424627,274
2019-05-17,11589.783834972723,274
2019-05-18,11589.644364520818,274
2019-05-19,11589.504894068914,274
2019-05-20,11589.365423617011,274
2019-05-21,11589.225953165109,274
2019-05-22,11589.086482713203,274
2019-05-23,11588.9470122613,274
2019-05-24,11588.807541809396,274
2019-05-25,11588.668071357491,274
2019-05-26,11588.528600905589,274
2019-05-27,11588.389130453685,274
2019-05-28,11588.249660001782,274
2019-05-29,11588.110189549878,274
2019-05-30,11587.970719097973,274
2019-05-31,11587.83124864607,274
2019-04-14,8085.926227318886,275
2019-04-15,8085.98586458092,275
2019-04-16,8086.045501842955,275
2019-04-17,8086.105139104989,275
2019-04-18,8086.164776367023,275
2019-04-19,8086.2244136290565,275
2019-04-20,8086.28405089109,275
2019-04-21,8086.343688153124,275
2019-04-22,8086.40332541516,275
2019-04-23,8086.462962677194,275
2019-04-24,8086.522599939228,275
2019-04-25,8086.582237201262,275
2019-04-26,8086.641874463296,275
2019-04-27,8086.7015117253295,275
2019-04-28,8086.761148987363,275
2019-04-29,8086.820786249398,275
2019-04-30,8086.880423511433,275
2019-05-01,8086.940060773467,275
2019-05-02,8086.999698035501,275
2019-05-03,8087.059335297535,275
2019-05-04,8087.118972559569,275
2019-05-05,8087.1786098216035,275
2019-05-06,8087.238247083637,275
2019-05-07,8087.297884345671,275
2019-05-08,8087.357521607706,275
2019-05-09,8087.41715886974,275
2019-05-10,8087.476796131774,275
2019-05-11,8087.536433393809,275
2019-05-12,8087.596070655843,275
2019-05-13,8087.6557079178765,275
2019-05-14,8087.71534517991,275
2019-05-15,8087.774982441945,275
2019-05-16,8087.83461970398,275
2019-05-17,8087.894256966014,275
2019-05-18,8087.953894228048,275
2019-05-19,8088.013531490082,275
2019-05-20,8088.073168752116,275
2019-05-21,8088.1328060141495,275
2019-05-22,8088.192443276183,275
2019-05-23,8088.252080538219,275
2019-05-24,8088.311717800253,275
2019-05-25,8088.371355062287,275
2019-05-26,8088.430992324321,275
2019-05-27,8088.490629586355,275
2019-05-28,8088.550266848389,275
2019-05-29,8088.6099041104235,275
2019-05-30,8088.669541372457,275
2019-05-31,8088.729178634492,275
2019-04-14,4862.201387978051,276
2019-04-15,4861.92207256161,276
2019-04-16,4861.642757145169,276
2019-04-17,4861.3634417287285,276
2019-04-18,4861.0841263122875,276
2019-04-19,4860.8048108958465,276
2019-04-20,4860.525495479405,276
2019-04-21,4860.246180062964,276
2019-04-22,4859.966864646524,276
2019-04-23,4859.687549230083,276
2019-04-24,4859.408233813642,276
2019-04-25,4859.128918397201,276
2019-04-26,4858.84960298076,276
2019-04-27,4858.57028756432,276
2019-04-28,4858.290972147879,276
2019-04-29,4858.011656731438,276
2019-04-30,4857.732341314997,276
2019-05-01,4857.453025898556,276
2019-05-02,4857.173710482115,276
2019-05-03,4856.894395065675,276
2019-05-04,4856.615079649234,276
2019-05-05,4856.335764232793,276
2019-05-06,4856.056448816352,276
2019-05-07,4855.777133399911,276
2019-05-08,4855.497817983471,276
2019-05-09,4855.21850256703,276
2019-05-10,4854.939187150589,276
2019-05-11,4854.659871734148,276
2019-05-12,4854.380556317707,276
2019-05-13,4854.1012409012665,276
2019-05-14,4853.821925484825,276
2019-05-15,4853.542610068384,276
2019-05-16,4853.263294651943,276
2019-05-17,4852.983979235502,276
2019-05-18,4852.704663819062,276
2019-05-19,4852.425348402621,276
2019-05-20,4852.14603298618,276
2019-05-21,4851.866717569739,276
2019-05-22,4851.587402153298,276
2019-05-23,4851.308086736858,276
2019-05-24,4851.028771320417,276
2019-05-25,4850.749455903976,276
2019-05-26,4850.470140487535,276
2019-05-27,4850.190825071094,276
2019-05-28,4849.911509654654,276
2019-05-29,4849.632194238213,276
2019-05-30,4849.352878821772,276
2019-05-31,4849.073563405331,276
2019-04-14,3866.963079032992,277
2019-04-15,3866.6100101708,277
2019-04-16,3866.256941308607,277
2019-04-17,3865.903872446414,277
2019-04-18,3865.5508035842217,277
2019-04-19,3865.197734722029,277
2019-04-20,3864.844665859836,277
2019-04-21,3864.4915969976437,277
2019-04-22,3864.1385281354515,277
2019-04-23,3863.7854592732583,277
2019-04-24,3863.4323904110656,277
2019-04-25,3863.0793215488725,277
2019-04-26,3862.7262526866803,277
2019-04-27,3862.3731838244876,277
2019-04-28,3862.020114962295,277
2019-04-29,3861.667046100102,277
2019-04-30,3861.31397723791,277
2019-05-01,3860.960908375717,277
2019-05-02,3860.607839513524,277
2019-05-03,3860.254770651332,277
2019-05-04,3859.9017017891388,277
2019-05-05,3859.5486329269465,277
2019-05-06,3859.1955640647534,277
2019-05-07,3858.8424952025607,277
2019-05-08,3858.4894263403685,277
2019-05-09,3858.1363574781753,277
2019-05-10,3857.7832886159827,277
2019-05-11,3857.4302197537904,277
2019-05-12,3857.0771508915973,277
2019-05-13,3856.724082029405,277
2019-05-14,3856.3710131672124,277
2019-05-15,3856.0179443050192,277
2019-05-16,3855.664875442827,277
2019-05-17,3855.311806580634,277
2019-05-18,3854.9587377184416,277
2019-05-19,3854.605668856249,277
2019-05-20,3854.252599994056,277
2019-05-21,3853.8995311318636,277
2019-05-22,3853.546462269671,277
2019-05-23,3853.193393407478,277
2019-05-24,3852.8403245452855,277
2019-05-25,3852.4872556830933,277
2019-05-26,3852.1341868209,277
2019-05-27,3851.7811179587075,277
2019-05-28,3851.4280490965143,277
2019-05-29,3851.074980234322,277
2019-05-30,3850.7219113721294,277
2019-05-31,3850.3688425099367,277
2019-04-14,5011.821251023854,278
2019-04-15,5013.796846658834,278
2019-04-16,5015.772442293813,278
2019-04-17,5017.748037928793,278
2019-04-18,5019.723633563773,278
2019-04-19,5021.699229198753,278
2019-04-20,5023.674824833733,278
2019-04-21,5025.650420468713,278
2019-04-22,5027.626016103693,278
2019-04-23,5029.601611738672,278
2019-04-24,5031.577207373652,278
2019-04-25,5033.552803008632,278
2019-04-26,5035.528398643612,278
2019-04-27,5037.503994278592,278
2019-04-28,5039.479589913571,278
2019-04-29,5041.4551855485515,278
2019-04-30,5043.4307811835315,278
2019-05-01,5045.406376818511,278
2019-05-02,5047.381972453491,278
2019-05-03,5049.35756808847,278
2019-05-04,5051.33316372345,278
2019-05-05,5053.308759358429,278
2019-05-06,5055.284354993409,278
2019-05-07,5057.25995062839,278
2019-05-08,5059.235546263369,278
2019-05-09,5061.211141898349,278
2019-05-10,5063.186737533329,278
2019-05-11,5065.162333168309,278
2019-05-12,5067.137928803289,278
2019-05-13,5069.113524438268,278
2019-05-14,5071.089120073248,278
2019-05-15,5073.064715708228,278
2019-05-16,5075.040311343208,278
2019-05-17,5077.015906978188,278
2019-05-18,5078.9915026131675,278
2019-05-19,5080.9670982481475,278
2019-05-20,5082.942693883127,278
2019-05-21,5084.918289518107,278
2019-05-22,5086.893885153087,278
2019-05-23,5088.869480788066,278
2019-05-24,5090.8450764230465,278
2019-05-25,5092.8206720580265,278
2019-05-26,5094.796267693006,278
2019-05-27,5096.771863327986,278
2019-05-28,5098.7474589629655,278
2019-05-29,5100.7230545979455,278
2019-05-30,5102.698650232925,278
2019-05-31,5104.674245867905,278
2019-04-14,4989.396668071567,279
2019-04-15,4988.710534036548,279
2019-04-16,4988.024400001529,279
2019-04-17,4987.33826596651,279
2019-04-18,4986.652131931491,279
2019-04-19,4985.965997896472,279
2019-04-20,4985.279863861452,279
2019-04-21,4984.593729826434,279
2019-04-22,4983.907595791416,279
2019-04-23,4983.221461756396,279
2019-04-24,4982.535327721378,279
2019-04-25,4981.849193686358,279
2019-04-26,4981.16305965134,279
2019-04-27,4980.476925616321,279
2019-04-28,4979.790791581301,279
2019-04-29,4979.104657546283,279
